URL,TEXT
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, However when the diets of the mice were supplemented with dietary calcium and phosphate it prolonged their lifespan to more than eight months.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, These same types of mice were then supplemented with exogenous 125 (OH)2 D3 and it resulted in prolonging the average life of the experimental mice to more than 16 months.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 41 The researchers suggest the data demonstrate 125 (OH)2 D3 plays a part in extending life through the upregulation of Nrf2 and the subsequent inhibition of oxidative stress and DNA damage.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 42 The role that Nrf2 may play in a number of different conditions is now being explored such as its effects on cardiovascular risk in metabolic disease 43cancer 44and chronic diseases.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 45Some are also evaluating the role Nrf2 transcription factor may have in protecting against Type 2 diabetes. 46 Vitamin D Insufficiency Linked to Negative Health ConditionsAccording to research 47published in June 2018 an estimated 40% of Americans are deficient in vitamin D.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, This means that they have a vitamin D blood level that is lower than 50 ng/mL. "Sufficiency" means having a level of 50 ng/mL or higher.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,Seventy-seven percent of American adults and teens are deficient in vitamin D when a sufficiency level of 30 ng/mL is used.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 48However the sufficiency level recommended by the National Institutes of Health is not nearly high enough to prevent some chronic illnesses 49which is currently recommended at greater than or equal to 20 ng/mL of serum vitamin D.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 50 Optimizing your vitamin D levels has been shown to have a powerful effect on health helping to protect against a wide variety of diseases including dry eye cardiovascular diseaseAlzheimer's diseaseand obesity.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, You'll find more of the health conditions affected by vitamin D in my past article " Top 5 Signs of Vitamin D Deficiency .
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,"What Affects Your Vitamin D Level?There are several factors that influence your personal vitamin D levels. By knowing and understanding these you may determine the best way to attain optimal levels.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, According to Harvard Health publishing these are the top six factors: 51 Geography — The farther away you are from the equator the less UVB light you get during the winter months.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,Air pollution — Carbon particles in the air will slow vitamin D production as they absorb UVB rays.Sunscreen — Liberal use of sunscreen may prevent sunburn but it also lowers vitamin D production.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,Skin color — People with dark skin need more UVB exposure than those with light skin.Weight — Body fat absorbs vitamin D as it's a fat-soluble vitamin.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Obesity is correlated with low vitamin D levels which may also affect bioavailability.Age — Older individuals will produce less vitamin D than younger people.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,Optimize Your Vitamin D Levels Although it is best to optimize your vitamin D levels with safe sun exposure you may need additional supplementation if you are affected by one or more of the factors discussed above.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Research 52involving a community-based group of 3667 participants with a mean age of 51.3 years produced data that suggest it would require 9600 IUs of vitamin D per day to get 97.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,5% to reach 40 ng/mL. However individual requirements vary widely based on a variety of factors and you need to take whatever dosage required to get you into the optimal range.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, The only way to gauge how much you need is to have your levels tested ideally twice a year. You should test once in the early spring after the winter months to make sure you took enough throughout the winter and again in the early fall when your level is at its peak.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, You are aiming for a level between 60 and 80 ng/mL with 40 ng/mL being the lowest cutoff for sufficiency. 53 54In fact new research in 2018 showed that the optimal levels for cancer prevention are between 60 and 80 ng/mL.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Aside from determining your ideal dose of vitamin D3 you also need to make sure you're getting enough vitamin K2 (to avoid complications associated with excessive calcification in your arteries) calcium and magnesium.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Research 55 56has shown that taking high doses of vitamin D with an insufficient magnesium level reduces your body's ability to utilize vitamin D.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Magnesium is required for the activation of vitamin D so when it's low vitamin D may be stored in its inactive form. This may help explain why so many people may need rather high doses of vitamin D to optimize their levels.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, According to this review as many as 50% of Americans taking vitamin D supplements may not get significant benefit due to insufficient magnesium levels.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, It's vital that you take vitamin D with sufficient amounts of vitamin K2 (MK7) as both are required to slow the progression of arterial calcification.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 57 Vitamin K2in the MK-7 form has been found to be bioactive. It regulates atherosclerosis cancer inflammatory diseases and osteoporosis.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 58 Vitamin K2 may lower the risk of damage to the cardiovascular system by activating a protein that prevents calcium from depositing in the walls of your blood vessels.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, 59Disclaimer: The entire contents of this website are based upon the opinions of Dr. Mercola unless otherwise noted. Individual articles are based upon the opinions of the respective author who retains copyright as marked.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, The information on this website is not intended to replace a one-on-one relationship with a qualified health care professional and is not intended as medical advice.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, It is intended as a sharing of knowledge and information from the research and experience of Dr. Mercola and his community.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Dr. Mercola encourages you to make your own health care decisions based upon your research and in partnership with a qualified health care professional.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, The subscription fee being requested is for access to the articles and information posted on this site and is not being paid for any individual medical advice.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,If you are pregnant nursing taking medication or have a medical condition consult your health care professional before using products based on this content.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1National Institutes of Health Vitamin D2MedlinePlus Vitamin D3Medical News Today November 13 20174MedlinePlus Vitamin D5National Institutes of Health Vitamin D6UCSF Health 25-Hydroxy Vitamin D7National Institutes of Health Vitamin D8Mayo Clinic Proceedings 2011;86(1):509NIH Stat Pearls.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young, Vitamin D Deficiency. July 17 202310Aging and Disease 2017;8(3):34611International Journal of Obesity 2019; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1038/s41366-019-0347-712Hormone Health Network What is Leptin?13Aging Cell 2019; doi: 10.1111/acel.1295114International Journal of Obesity 2019; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1038/s41366-019-0347-715International Journal of Obesity 2019; doi: 10.1038/s41366-019-0347-716International Journal of Obesity 2019; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1038/s41366-019-0347-717Centre De Recherche Changes in 25(OH) vitamin D levels leptin levels and visceral adipose tissue volume18International Journal of Obesity 2019; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1038/s41366-019-0347-719Biochimica et Biophysica Acta 2014;1842(3)20Frontiers in Endocrinology 2013;4:7121Scientifica 2014;2014:32859222Frontiers in Endocrinology 2013;4:7123Frontiers in Endocrinology 2013;4:7124Archives of Medical Science 2013;9(2):19125Hormone Health Network What is Leptin?
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,26Hormone Health Network What is Leptin?27Hormone Health Network What is Leptin?28BMC Gastroenterology 2019; 19:12629BMC Gastroenterology 2019; 19:12630BMC Gastroenterology 2019; 19:12631International Journal of Preventive Medicine 2019;10:1432Nutrients 2017;9(9)33World Journal of Gastroenterology 2015;21(6)34The Journal of Nutrition 2017;147(10)35National Institute of Diabetes and Digestive and Kidney Diseases Definition and Facts about NASH and NAFLD36The Journal of Nutrition 2017;147(10)37UC Davis Health Vitamin D testing38Aging Cell 2019; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1111/acel.1295139Aging Cell 2019; doi: 10.1111/acel.1295140Annual Reviews in Pharmacological Toxicology 2013;53:40141Annual Reviews in Pharmacological Toxicology 2013;53:40142Annual Reviews in Pharmacological Toxicology 2013;53:40143Frontiers in Pharmacology 2019 doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,3389/fphar.2019.0038244Cancer Research 2019; doi: 10.1158/0008-5472.CAN-18-272345Nature Reviews 2019;18:29546Biotechnology Advances 2018;36(6)47Cureus 2018;10(6)48JAMA 2009;169(6)49PLOS|One 2018; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1371/journal.pone.019926550National Institutes of Health Vitamin D51Harvard Health Publishing 6 Things You Should know About Vitamin D52Anticancer Research 2011;31(2)53PLOS|One 2018; doi: 10.
https://takecontrol.substack.com/p/how-vitamin-d-keeps-you-young,1371/journal.pone.019926554Vitamin D Council I tested my vitamin D level. What do my results mean?55The Journal of the American Osteopathic Association 2018;118:18156EurekAlert!
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, February 26 201857Nephrology Dialysis Transplantation 2013;28(1)58International Journal of Molecular Sciences 2019;20(4):89659Integrative Medicine: A Clinician's Journal 2015;14(1):34``STORY AT-A-GLANCE When taking high-dose vitamin D3 it’s important to also take extra vitamin K2 and magnesium to avoid complications associated with excessive calcificationMagnesium the fourth most abundant mineral in your body is a component necessary for the activation of vitamin D and without sufficient amounts of it your body cannot properly utilize the vitamin D you’re takingAs many as 50% of Americans taking vitamin D supplements may not get significant benefit as the vitamin D simply gets stored in its inactive form due to magnesium deficiencyThe only way to determine how much sun exposure is enough and/or how much vitamin D3 you need to take is to measure your vitamin D level ideally twice a yearTo assess your magnesium level check your RBC magnesium level and track signs and symptoms of magnesium insufficiency to determine how much magnesium you need.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Low potassium and calcium are also common laboratory signs indicating magnesium deficiencyI’ve previously written about the importance of taking vitamin K2 when you’re taking high-dose supplemental vitamin D to avoid complications associated with excessive calcification in your arteries.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Now research highlights the vital importance of also taking magnesium in combination with vitamin D. Magnesium the fourth most abundant mineral in your body is a component necessary for the activation of vitamin D and without sufficient amounts of it your body cannot properly utilize the vitamin D you’re taking.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, 1 2 3 4 This may actually help explain why many need rather high doses of vitamin D to optimize their levels — it could be that they simply have insufficient amounts of magnesium in their system to activate the vitamin D.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, As noted by coauthor Mohammed Razzaque professor of pathology at Lake Erie College of Osteopathic Medicine in Pennsylvania: 5"People are taking vitamin D supplements but don't realize how it gets metabolized.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Without magnesium vitamin D is not really useful. By consuming an optimal amount of magnesium one may be able to lower the risks of vitamin D deficiency and reduce the dependency on vitamin D supplements.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,” Without Magnesium Vitamin D Supplements May Be IneffectiveAccording to this scientific review 6as many as 50% of Americans taking vitamin D supplements may not get significant benefit as the vitamin D simply gets stored in its inactive form.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, As reported in the press release by the American Osteopathic Association: 7“… [C]onsumption of vitamin D supplements can increase a person's calcium and phosphate levels even if they remain vitamin D deficient.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, The problem is people may suffer from vascular calcification if their magnesium levels aren't high enough to prevent the complication.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Patients with optimum magnesium levels require less vitamin D supplementation to achieve sufficient vitamin D levels …Deficiency in either of these nutrients is reported to be associated with various disorders including skeletal deformities cardiovascular diseases and metabolic syndrome.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, While the recommended daily allowance for magnesium is 420 mg for males and 320 mg for females the standard diet in the United States contains only about 50 percent of that amount.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,As much as half of the total population is estimated to be consuming a magnesium-deficient diet.” Higher Magnesium Intake Lowers Risk of Vitamin D DeficiencyIndeed previous research has indicated that higher magnesium intake helps reduce your risk of vitamin D deficiency — likely by activating more of it.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, As noted in one 2013 study: 8“Magnesium plays an essential role in the synthesis and metabolism of vitamin D and magnesium supplementation substantially reversed the resistance to vitamin D treatment in patients with magnesium-dependent vitamin-D-resistant rickets … High intake of total dietary or supplemental magnesium was independently associated with significantly reduced risks of vitamin D deficiency and insufficiency respectively.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Intake of magnesium significantly interacted with intake of vitamin D in relation to risk of both vitamin D deficiency and insufficiency.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Additionally the inverse association between total magnesium intake and vitamin D insufficiency primarily appeared among populations at high risk of vitamin D insufficiency.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Furthermore the associations of serum 25(OH)D with mortality particularly due to cardiovascular disease and colorectal cancer were modified by magnesium intake and the inverse associations were primarily present among those with magnesium intake above the median.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Our preliminary findings indicate it is possible that magnesium intake alone or its interaction with vitamin D intake may contribute to vitamin D status.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,” Vitamin D Lowers Mortality Risk of Heart Disease Vitamin D a steroid hormone is vital for the prevention of many diseases including but not limited to Type 2 diabetes age-related macular degeneration (the leading cause of blindness) Alzheimer’s disease heart disease and well over a dozen different types of cancer (including skin cancer).
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Vitamin D also exhibits its infection-fighting abilities in the treatment of tuberculosis pneumonia colds and flu. Studies have also linked higher vitamin D levels with lowered mortality from all causes.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, 9 10 11Most recently a Norwegian study 12published in the Journal of Clinical Endocrinology and Metabolism found “a normal intake of vitamin D” significantly reduces your risk of death if you have cardiovascular disease.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, 13About 4000 patients diagnosed with stable angina pectoris (chest pain caused by coronary heart disease) were followed for 12 years.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, The average age at the outset of the study was 62. Overall those with vitamin D blood levels between 16.8 and 40 ng/mL (42 to 100 nmol/L) had the lowest mortality risk.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Vitamin D Deficiency Could Increase Your COVID-19 Risk by 12x Mounting evidence demonstrates that vitamin D has important roles in regulating the immune system that should reduce COVID-19 risks; primarily by reducing survival and replication of the SARS-CoV-2 virus and by reducing the risks of “cytokine storms” by reducing proinflammatory cytokine production and increasing anti-inflammatory cytokine production.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, In the comprehensive vitamin D report below — which has been reviewed by many vitamin D scientists for accuracy — I detail how vitamin D works to fight COVID.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, I consider this the most important paper I’ve ever written andyou can access this paper free here . 14 Evidence Suggests Higher Vitamin D Levels Are Better Interestingly these findings are actually at odds with mounting research showing 40 ng/mL is at the low end of optimal.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, The new target is 60 to 80 ng/mL but even a level upward of 100 ng/mL appears safe and beneficial for certain conditions especially cancer.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, For example: Having a serum vitamin D level of 40 ng/mL has been shown to reduce your risk for cancer by 67% compared to having a level of 20 ng/ml or less; most cancers were found to occur in people with a vitamin D blood level between 10 and 40 ng/mL 15 16 Research published in 2005 showed women with vitamin D levels above 60 ng/mL had an 83% lower risk of breast cancer than those with levels below 20 ng/mL 17 A 2007 study found women over 55 who raised their average serum level to 38 ng/mL lowered their risk of all invasive cancers including breast cancer by 77% 18 Other recent research 19has also highlighted the importance of vitamin D for the prevention and treatment of heart disease showing it plays a vital role in protecting and repairing damage to your endothelium.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, The findings also suggest vitamin D3: Helps trigger production of nitric oxide — a molecule known to play an important signaling role in controlling blood flow and preventing blood clot formation in your blood vesselsSignificantly reduces oxidative stress in your vascular system which is important to help prevent the development and/or progression of cardiovascular diseaseAccording to vitamin D researcher Dr.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Michael Holick author of “The Vitamin D Solution: A Three-Step Strategy to Cure Our Most Common Health Problem” vitamin D deficiency — defined as a level below 20 ng/mL — can raise your risk of heart attack by 50%.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, What’s worse if you have a heart attack while vitamin D deficient your risk of dying is nearly guaranteed. Vitamin D Levels Below 20 ng/mL Are InadequateVitamin D levels below 20 ng/mL have repeatedly been shown to raise your risk for a number of other problems as well including depression 20and Type 2 diabetes.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Research suggests 20 ng/mL is not even adequate for the prevention of osteomalacia (softening of your bones).In the case of depression studies have shown that vitamin D deficiency is linked to even mild depression 21and evidence suggests vitamin D deficiency may be a significant driver of the rise we see in both mood and mental disorders such as psychotic 22and obsessive-compulsive 23disorders.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,As for diabetes an analysis 24by GrassrootsHealth reveals people with a median vitamin D level of 41 ng/mL have a diabetes rate of 3.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,7 per 1000 whereas those with a median serum level of just 22 ng/mL have a diabetes rate of 9.3 per 1000. In other words raising your level above 40 ng/mL can lower your risk of Type 2 diabetes by nearly 60%.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, All in all there’s very little reason to believe that a level as low as 16 ng/mL would be protective against death if you have heart disease.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Research also shows higher vitamin D levels can help prevent and/or treat: Dry eye syndromes 25 26and macular degeneration 27 28 Autoimmune diseases including psoriasisGastrointestinal diseases 29 Infectious diseases including influenza and HIV 30 31 Inflammatory rheumatic diseases 32such as rheumatoid arthritisOsteoporosis and hip fracturesNeurological diseases such as Alzheimer’s disease 33 34and epilepsy.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, In one study 35epileptics given a one-time megadose of vitamin D3 ranging from 40000 IUs all the way up to 200000 IUs followed by a daily dose of 2000 to 2600 IUs a day for three months to bring each individual’s vitamin D status to at least 30 ng/mL resulted in significant improvements.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Text within this block will maintain its original spacing when publishedTen out of 13 had a decrease in the number of seizures five of whom experienced more than a 50% reduction.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Overall the group had a 40% reduction in the number of seizures.Lupus — According to researchers in Cairo 36most patients with systemic lupus erythematosus have some level of vitamin D deficiency defined as a level of 10 ng/mL or less or insufficiency a level between 10 and 30 ng/mL.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Obstructive sleep apnea — In one study 98% of patients with sleep apnea had vitamin D deficiency and the more severe the sleep apnea the more severe the deficiency.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, 37 Falls fractures dental health and more — A 2006 review 38looking at vitamin D intakes and health outcomes such as bone mineral density dental health risk of falls fractures and colorectal cancer found “the most advantageous serum concentrations of 25(OH)D begin at 30 ng/mL and the best are between 36 to 40 ng/mL.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,”Obesity — Research 39has shown vitamin D supplementation (4000 IUs/day) combined with resistance training helps decrease your waist-to-hip ratio — a measurement that is far better at determining your risk for Type 2 diabetes and heart disease than body mass index.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Neurodegenerative diseases including multiple sclerosis (MS). 40Research shows MS patients with higher levels of vitamin D tend to experience less disabling symptoms.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, 41 Assess Your Vitamin D and Magnesium Levels The best way to optimize your vitamin D level is through sensible sun exposure.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Unfortunately this can be difficult for many especially during the winter season and/or if you live in northern regions.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, If you cannot obtain sufficient amounts of vitamin D through sun exposure taking a supplement is recommended.Remember that the only way to determine how much sun exposure is enough and/or how much vitamin D3 you need to take is to measure your vitamin D level ideally twice a year.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,The D*Action Project by GrassrootsHealth is a cost-effective way to do this while simultaneously progressing valuable research.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, To participate simply purchase the D*Action Measurement Kit and follow the registration instructions included.To assess your magnesium level check your RBC magnesium level and track signs and symptoms of magnesium insufficiency to determine how much magnesium you need.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Low potassium and calcium are also common laboratory signs indicating magnesium deficiency. The Interplay of Vitamin D Calcium Magnesium and Vitamin K2 When supplementing also remember to take synergistic effects with other nutrients into account.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, If you take high-dose vitamin D you may also need to increase your intake of:MagnesiumVitamin K2CalciumThese four nutrients — vitamins D and K2 calcium and magnesium — all work in tandem and rely on sufficient amounts of each to work optimally.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Lack of balance between these four nutrients is why calcium supplements have become associated with increased risk of heart attack and stroke and why some experience symptoms of vitamin D toxicity.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Here’s a summary of some of the most important correlations between these nutrients:Excessive vitamin D in combination with lack of vitamin K2 may cause overabsorption of calcium which in turn may result in calcium deposits in your heart and kidneys.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Part of the explanation for these adverse side effects is that vitamin K2 keeps calcium in its appropriate place — in your teeth and bones and out of soft tissues and arteries.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Text within this block will maintain its original spacing when publishedWhile the optimal ratios between vitamin D and vitamin K2 have yet to be established taking somewhere between 100 to 200 micrograms (mcg) of K2 is beneficial.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Telltale signs of vitamin K2 insufficiency include osteoporosis heart disease and diabetes. You’re also more likely to be deficient if you rarely eat vitamin K2-rich foods (see listing below).
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Vascular calcification is also a side effect of low magnesium so when taking vitamin D3 you need both vitamin K2 and magnesium to make sure everything is working properly.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Maintaining an appropriate calcium-to-magnesium ratio is also important as magnesium helps keep calcium in your cells so they can function better.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Based on your personal health needs an ideal ratio of calcium-to-magnesium may vary from 1-to-1 to an optimal 1-to-2. 42 43Magnesium and vitamin K2 also complement each other as magnesium helps lower blood pressure which is an important component of heart disease.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Eat a Varied Diet and Get Sensible Sun Exposure The take-home message is that anytime you’re taking supplemental magnesium calcium vitamin D3 or vitamin K2 you must take all the others into consideration as well.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, While supplements can be helpful in some instances your best and safest bet is to simply eat more calcium- magnesium- and vitamin K2-rich foods along with sensible sun exposure.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Food-derived nutrition is typically going to be the most beneficial and this is particularly true for calcium. When you take a biologically foreign form of calcium or when your body's ability to direct calcium to the right places becomes impaired (as when you are deficient in vitamin K2 and/or magnesium) calcium is deposited where it shouldn't be such as in your arteries.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,It's more likely your body can use calcium correctly if it's plant-derived calcium. Here’s a quick summary of foods known to be high in these important nutrients: Vitamin K2 — Grass fed organic animal products such as eggs and butter fermented foods such as natto goose liver pâté and vitamin K2-rich cheeses such as Brie and GoudaMagnesium — Almonds and cashews bananas broccoli and Brussels sprouts brown rice free-range pastured egg yolk flaxseed grass fed raw milk mushrooms pumpkin seeds sesame seeds sunflower seeds and leafy green vegetables especially spinach Swiss chard turnip greens beet greens collard greens kale Bok Choy and romaine lettuceCalcium — Raw milk from grass fed cows (who eat plants) leafy green vegetables the pith of citrus fruits carob and wheatgrass Access this content 48 hours faster by subscribing to the FREE Mercola Health Newsletter today.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,Subscribe to Mercola NewsletterDisclaimer: The entire contents of this website are based upon the opinions of Dr. Mercola unless otherwise noted.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Individual articles are based upon the opinions of the respective author who retains copyright as marked. The information on this website is not intended to replace a one-on-one relationship with a qualified health care professional and is not intended as medical advice.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, It is intended as a sharing of knowledge and information from the research and experience of Dr. Mercola and his community.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Dr. Mercola encourages you to make your own health care decisions based upon your research and in partnership with a qualified health care professional.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, The subscription fee being requested is for access to the articles and information posted on this site and is not being paid for any individual medical advice.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,If you are pregnant nursing taking medication or have a medical condition consult your health care professional before using products based on this content.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,1Live Science February 26 20182Medicalxpress.com February 27 20183News-Medical.net February 26 20184Wellandgood.com February 26 20185Eurekalert February 27 20186Journal of the American Osteopathic Association March 2018; 118: 181-1897Eurekalert February 27 20188BMC Medicine 2013; 11: 1879Institute of Medicine Committee to Review Dietary Reference Intakes for Vitamin D &amp; Calcium Dietary Reference Intakes for Calcium &amp; Vitamin D 201110J Clin Endocrinol Metab 2013;98:2160-216711PLOS One 2013: 8(12); e8210912Journal of Clinical Endocrinology and Metabolism January 9 2018 jc2017-0232813Medicalxpress.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,com March 1 201814Vitamin D in the Prevention of COVID-1915PLOS ONE 2016; 11 (4): e015244116Oncology Nurse Advisor April 22 201617European Journal of Cancer 2005 May;41(8):1164-918American Journal of Clinical Nutrition June 2007; 85(6): 1586-159119International Journal of Nanomedicine January 19.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, 2018; 2018(13): 455-46620Issues Mental Health Nursing June 2010; 31(6): 385-39321Molecular Psychiatry 19 444–451 (2014).
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, April 9 201322Journal of Clinical Psychiatry 2017 Jul;78(7):e750-e75723Psychiatry Research August 2017; 254: 232-23724Grassrootshealth.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation,net Vitamin D for Diabetes25International Journal of Rheumatic Diseases August 13 2015 DOI: 10.1111/1756-185X.1272726Endocrinology Advisor August 24 201527JAMA Ophthalmology August 27 2015;133(10):1171-117928Epoch Times September 2 201529Scientific Reports 10.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, Article number: 21641 (2020) December 10 202030Greensboro.com July 27 201531Scidev.net July 24 201532Intechopen Vitamin D in Rheumatic Diseases.
https://takecontrol.substack.com/p/magnesium-vitamin-d-supplementation, August 8 201933The Journals of Geriontology 2012 Nov;67(11):1205-1134Vitamin D Council April 23 201235Epilepsy and Behavior 2012 May;24(1):131-336Healio September 4 201537Bel Marra Health May 3 201638American Journal of Clinical Nutrition July 2006: 84(1); 18-2839Clinical Nutrition September 3 201240PLOS Medicine August 25 2015 DOI: 10.
